"Fecha","Valor"
"12/12/2021","95,80"
"13/12/2021","95,80"
"14/12/2021","96,13"
"15/12/2021","96,24"
"16/12/2021","96,35"
"17/12/2021","96,42"
"18/12/2021","96,50"
"19/12/2021","96,50"
"20/12/2021","96,50"
"21/12/2021","96,73"
"22/12/2021","96,81"
"23/12/2021","96,89"
"24/12/2021","96,96"
"25/12/2021","97,04"
"26/12/2021","97,04"
"27/12/2021","97,04"
"28/12/2021","97,27"
"29/12/2021","97,35"
"30/12/2021","97,43"
"31/12/2021","97,51"
